Instrument,Date,GICS Industry Group Name,Earnings Per Share - Actual Surprise AbsVals,Unemployment Rate,"University of Michigan: Consumer Sentiment, Index 1966:Q1=100",Inflation Risk Premium,90-Day AA Financial Commercial Paper Interest Rate,CBOE Crude Oil ETF Volatility Index
AVY.N,2013-01-01,Materials,2.4996310451863826,1.3897971527145154,-0.7470485818705419,-0.3806884827928079,-0.7958176611707126,-1.0044196925009108
AVY.N,2013-04-01,Materials,1.2476068413459973,1.2789909713950904,-0.3382105156199027,-0.3676553835875426,-0.8177190582274796,-0.944875986777202
AVY.N,2013-07-01,Materials,0.7265819566461827,1.1127816994159534,-0.346387276944915,0.9318540918734268,-0.8355600839197895,-0.9044536008322546
AVY.N,2013-10-01,Materials,2.2077248119700856,0.9465724274368164,-0.7252438855489587,0.6556963866360401,-0.8353814748277111,-1.1836072554899473
AVY.N,2014-01-01,Materials,0.9046229270064732,0.798830852713604,-0.3981734325484473,0.9528971710578452,-0.8349650470779023,-1.1949550358394316
AVY.N,2014-04-01,Materials,0.995841010632164,0.5402830961169358,-0.2428149673732039,0.7793883337893502,-0.8489091163421051,-1.3308836644339312
AVY.N,2014-07-01,Materials,0.5417427264007121,0.4664123087553294,-0.2319126183947367,0.5148726863010559,-0.836175291702283,-1.2871602209200963
AVY.N,2014-10-01,Materials,1.7007400708408864,0.2632676428183739,0.3241071517061334,0.4857254028915723,-0.8252206243454531,-0.0888901809165031
AVY.N,2015-01-01,Materials,2.558853894740083,0.1709291582008428,0.7929081340676405,-0.7096034059196802,-0.8094342597617902,1.0540652139574864
AVY.N,2015-04-01,Materials,2.8730560356864765,0.1155260675411306,0.6893358236782527,-0.1450897578070697,-0.8073484130323991,-0.1121192679505594
AVY.N,2015-07-01,Materials,1.5195132049061133,-0.0691509011399006,0.4031491773028052,0.333474809473801,-0.7200548227566442,0.3572572672240801
AVY.N,2015-10-01,Materials,1.41730841464906,-0.1060862950977191,0.4494841584171034,0.3095601066452173,-0.5969502325607262,0.4558862876468226
AVY.N,2016-01-01,Materials,2.284115576710384,-0.179957082459325,0.4712888555563633,0.3877250107915536,-0.4149762600394772,1.3170851226057354
AVY.N,2016-04-01,Materials,2.318360012109408,-0.1614893857574313,0.5394285329922447,-0.0770329724134196,-0.4121433276186725,0.2664545171179873
AVY.N,2016-07-01,Materials,2.1426510550777205,-0.179957082459325,0.3704421320027548,0.2048189291152269,-0.2698765279170622,0.1112801932565334
AVY.N,2016-10-01,Materials,0.8285518175661483,-0.2538278698209315,0.5939402754315551,0.8166917177816803,-0.2037834004180045,0.0016887392996878
AVY.N,2017-01-01,Materials,1.9712993830601329,-0.3646340511403563,0.9346386634286362,0.6829073517199725,-0.056583989726583,-0.5688676363049826
AVY.N,2017-04-01,Materials,1.9785156230898755,-0.4754402324597812,0.8637733991569768,0.4455573953460352,0.1025920931452602,-0.4667805614893253
AVY.N,2017-07-01,Materials,2.238153232834657,-0.4939079297157059,0.760201088767589,0.1971768316140974,0.2616729192127272,-0.5785246924659335
AVY.N,2017-10-01,Materials,1.6164135261705257,-0.5862464137792056,1.0273086256572324,0.7179645878213274,0.3907951097026538,-0.8336217715153599
AVY.N,2018-01-01,Materials,2.0154362117039235,-0.6601172016948429,1.073643605953854,0.4527150261204586,0.8463981482907383,-0.8350916352330556
AVY.N,2018-04-01,Materials,1.8875240912124345,-0.7155202923545552,1.0245830380037777,0.1723940797364963,1.1877045107555446,-0.699869690585506
AVY.N,2018-07-01,Materials,2.1100919808785945,-0.8078587764180553,1.0027783416821945,0.804894852265656,1.2063145461759714,-0.7650766952784064
AVY.N,2018-10-01,Materials,0.714908672341458,-0.7709233830142675,1.0082295153537515,0.7696652955798821,1.5309774188565604,0.1332277774053993
AVY.N,2019-01-01,Materials,0.9333444864399828,-0.7524556857583429,0.7084149339817334,-1.8920967547843957,1.5229145903117922,-0.2679434724888443
AVY.N,2019-04-01,Materials,0.999896315728952,-0.8817295643336924,1.035485386982245,-3.116375056665304,1.4069308746737084,-0.3214755733046991
AVY.N,2019-07-01,Materials,1.2220091668120343,-0.8817295643336924,0.6539031915424229,-0.8876047278214998,1.1115927186125865,-0.2089063364628786
AVY.N,2019-10-01,Materials,1.4729306677794374,-0.9001972610355862,0.931913076592858,0.0970125426918558,0.8210671903057046,-0.3293928688697181
AVY.N,2020-01-01,Materials,1.1546775126010584,-0.7893910797161615,0.88557809547856,-1.2763873119487763,0.5566551278628881,1.8996081423863815
AVY.N,2020-04-01,Materials,2.4624053844414866,4.289225565937577,-0.9596443763208738,-2.888356964353258,-0.7773293295989823,4.256007726295483
AVY.N,2020-07-01,Materials,2.561867690924129,1.999231149971352,-0.8288161951206697,-1.5182673847399812,-0.8072763008369664,0.2232298860468735
AVY.N,2020-10-01,Materials,3.26208855929102,0.8542339433733163,-0.4908433939593667,-0.3364342728715029,-0.8115669804025449,0.5001717686585564
AVY.N,2021-01-01,Materials,2.2822803396536813,0.5402830961169358,-0.455410761823537,0.1293814165231089,-0.8460186162221782,0.0688719538689304
AVY.N,2021-04-01,Materials,2.9599496434142187,0.3925415208396925,-0.0193168239444036,-0.4032368333349441,-0.8607836030020211,-0.1350571693700914
AVY.N,2021-07-01,Materials,2.337855707075965,-0.0506832044380064,-0.902407047045784,-0.1608371548712369,-0.8600264239656447,-0.0995487204142425
AVY.N,2021-10-01,Materials,1.7550954848564635,-0.5677787170773119,-1.3003427651356316,-0.0897602582924971,-0.820667412487272,0.3084918891309678
AVY.N,2022-01-01,Materials,0.2577381960787088,-0.7893910797161615,-1.853636948400723,-0.1111479660556617,-0.4993032170018061,0.927195507906248
AVY.N,2022-04-01,Materials,2.450573970707495,-0.9001972610355862,-2.284279710972945,1.3322049432226324,0.4130583936323973,0.7838341972934603
AVY.N,2022-07-01,Materials,2.5364707408401577,-0.91866495773748,-2.428735827987396,0.4188855757568467,1.881450804480803,0.7456584497290237
AVY.N,2022-10-01,Materials,0.1231021971339834,-0.9001972610355862,-2.2079632722120515,1.8306357182808124,3.204509423714698,0.5624326036345845
SIVB.OQ,2013-01-01,Banks,3.341907285636589,1.3897971527145154,-0.7470485818705419,-0.3806884827928079,-0.7958176611707126,-1.0044196925009108
SIVB.OQ,2013-04-01,Banks,1.3190856114264409,1.2789909713950904,-0.3382105156199027,-0.3676553835875426,-0.8177190582274796,-0.944875986777202
SIVB.OQ,2013-07-01,Banks,2.6597699069269782,1.1127816994159534,-0.346387276944915,0.9318540918734268,-0.8355600839197895,-0.9044536008322546
SIVB.OQ,2013-10-01,Banks,0.7784070245107687,0.9465724274368164,-0.7252438855489587,0.6556963866360401,-0.8353814748277111,-1.1836072554899473
SIVB.OQ,2014-01-01,Banks,2.8243506567983707,0.798830852713604,-0.3981734325484473,0.9528971710578452,-0.8349650470779023,-1.1949550358394316
SIVB.OQ,2014-04-01,Banks,3.2151890370102056,0.5402830961169358,-0.2428149673732039,0.7793883337893502,-0.8489091163421051,-1.3308836644339312
SIVB.OQ,2014-07-01,Banks,2.9738444737959617,0.4664123087553294,-0.2319126183947367,0.5148726863010559,-0.836175291702283,-1.2871602209200963
SIVB.OQ,2014-10-01,Banks,0.7328485474114974,0.2632676428183739,0.3241071517061334,0.4857254028915723,-0.8252206243454531,-0.0888901809165031
SIVB.OQ,2015-01-01,Banks,1.9743587652266836,0.1709291582008428,0.7929081340676405,-0.7096034059196802,-0.8094342597617902,1.0540652139574864
SIVB.OQ,2015-04-01,Banks,3.332918540908861,0.1155260675411306,0.6893358236782527,-0.1450897578070697,-0.8073484130323991,-0.1121192679505594
SIVB.OQ,2015-07-01,Banks,2.7065156910102584,-0.0691509011399006,0.4031491773028052,0.333474809473801,-0.7200548227566442,0.3572572672240801
SIVB.OQ,2015-10-01,Banks,1.2734055790412728,-0.1060862950977191,0.4494841584171034,0.3095601066452173,-0.5969502325607262,0.4558862876468226
SIVB.OQ,2016-01-01,Banks,2.39643966846567,-0.179957082459325,0.4712888555563633,0.3877250107915536,-0.4149762600394772,1.3170851226057354
SIVB.OQ,2016-04-01,Banks,2.434753056571463,-0.1614893857574313,0.5394285329922447,-0.0770329724134196,-0.4121433276186725,0.2664545171179873
SIVB.OQ,2016-07-01,Banks,1.7681496035889213,-0.179957082459325,0.3704421320027548,0.2048189291152269,-0.2698765279170622,0.1112801932565334
SIVB.OQ,2016-10-01,Banks,3.14819581668046,-0.2538278698209315,0.5939402754315551,0.8166917177816803,-0.2037834004180045,0.0016887392996878
SIVB.OQ,2017-01-01,Banks,1.9058319254879028,-0.3646340511403563,0.9346386634286362,0.6829073517199725,-0.056583989726583,-0.5688676363049826
SIVB.OQ,2017-04-01,Banks,1.2002659423946096,-0.4754402324597812,0.8637733991569768,0.4455573953460352,0.1025920931452602,-0.4667805614893253
SIVB.OQ,2017-07-01,Banks,2.673527767063787,-0.4939079297157059,0.760201088767589,0.1971768316140974,0.2616729192127272,-0.5785246924659335
SIVB.OQ,2017-10-01,Banks,3.1196740827481686,-0.5862464137792056,1.0273086256572324,0.7179645878213274,0.3907951097026538,-0.8336217715153599
SIVB.OQ,2018-01-01,Banks,2.797647121580558,-0.6601172016948429,1.073643605953854,0.4527150261204586,0.8463981482907383,-0.8350916352330556
SIVB.OQ,2018-04-01,Banks,2.8196512043494906,-0.7155202923545552,1.0245830380037777,0.1723940797364963,1.1877045107555446,-0.699869690585506
SIVB.OQ,2018-07-01,Banks,2.6627738562325747,-0.8078587764180553,1.0027783416821945,0.804894852265656,1.2063145461759714,-0.7650766952784064
SIVB.OQ,2018-10-01,Banks,2.6849180370451635,-0.7709233830142675,1.0082295153537515,0.7696652955798821,1.5309774188565604,0.1332277774053993
SIVB.OQ,2019-01-01,Banks,1.8322614125373848,-0.7524556857583429,0.7084149339817334,-1.8920967547843957,1.5229145903117922,-0.2679434724888443
SIVB.OQ,2019-04-01,Banks,2.716745619469434,-0.8817295643336924,1.035485386982245,-3.116375056665304,1.4069308746737084,-0.3214755733046991
SIVB.OQ,2019-07-01,Banks,3.057579676880071,-0.8817295643336924,0.6539031915424229,-0.8876047278214998,1.1115927186125865,-0.2089063364628786
SIVB.OQ,2019-10-01,Banks,0.9512717007694006,-0.9001972610355862,0.931913076592858,0.0970125426918558,0.8210671903057046,-0.3293928688697181
SIVB.OQ,2020-01-01,Banks,2.282994443229041,-0.7893910797161615,0.88557809547856,-1.2763873119487763,0.5566551278628881,1.8996081423863815
SIVB.OQ,2020-04-01,Banks,3.3823203258924663,4.289225565937577,-0.9596443763208738,-2.888356964353258,-0.7773293295989823,4.256007726295483
SIVB.OQ,2020-07-01,Banks,3.768545167657192,1.999231149971352,-0.8288161951206697,-1.5182673847399812,-0.8072763008369664,0.2232298860468735
SIVB.OQ,2020-10-01,Banks,4.123984267339787,0.8542339433733163,-0.4908433939593667,-0.3364342728715029,-0.8115669804025449,0.5001717686585564
SIVB.OQ,2021-01-01,Banks,4.542730793470982,0.5402830961169358,-0.455410761823537,0.1293814165231089,-0.8460186162221782,0.0688719538689304
SIVB.OQ,2021-04-01,Banks,4.024261811318,0.3925415208396925,-0.0193168239444036,-0.4032368333349441,-0.8607836030020211,-0.1350571693700914
SIVB.OQ,2021-07-01,Banks,3.707971044369457,-0.0506832044380064,-0.902407047045784,-0.1608371548712369,-0.8600264239656447,-0.0995487204142425
SIVB.OQ,2021-10-01,Banks,3.209229447816396,-0.5677787170773119,-1.3003427651356316,-0.0897602582924971,-0.820667412487272,0.3084918891309678
SIVB.OQ,2022-01-01,Banks,1.696532619285034,-0.7893910797161615,-1.853636948400723,-0.1111479660556617,-0.4993032170018061,0.927195507906248
SIVB.OQ,2022-04-01,Banks,3.71007816525493,-0.9001972610355862,-2.284279710972945,1.3322049432226324,0.4130583936323973,0.7838341972934603
SIVB.OQ,2022-07-01,Banks,3.33672996910742,-0.91866495773748,-2.428735827987396,0.4188855757568467,1.881450804480803,0.7456584497290237
SIVB.OQ,2022-10-01,Banks,1.5839149552030145,-0.9001972610355862,-2.2079632722120515,1.8306357182808124,3.204509423714698,0.5624326036345845
J.N,2013-01-01,Commercial  & Professional Services,0.5988365010887039,1.3897971527145154,-0.7470485818705419,-0.3806884827928079,-0.7958176611707126,-1.0044196925009108
J.N,2013-04-01,Commercial  & Professional Services,1.4581497982203186,1.2789909713950904,-0.3382105156199027,-0.3676553835875426,-0.8177190582274796,-0.944875986777202
J.N,2013-07-01,Commercial  & Professional Services,1.1052568313867783,1.1127816994159534,-0.346387276944915,0.9318540918734268,-0.8355600839197895,-0.9044536008322546
J.N,2013-10-01,Commercial  & Professional Services,1.6492353823081665,0.9465724274368164,-0.7252438855489587,0.6556963866360401,-0.8353814748277111,-1.1836072554899473
J.N,2014-01-01,Commercial  & Professional Services,1.6646833866600788,0.798830852713604,-0.3981734325484473,0.9528971710578452,-0.8349650470779023,-1.1949550358394316
J.N,2014-04-01,Commercial  & Professional Services,2.2123321040164834,0.5402830961169358,-0.2428149673732039,0.7793883337893502,-0.8489091163421051,-1.3308836644339312
J.N,2014-07-01,Commercial  & Professional Services,1.855516435030806,0.4664123087553294,-0.2319126183947367,0.5148726863010559,-0.836175291702283,-1.2871602209200963
J.N,2014-10-01,Commercial  & Professional Services,1.2080644222291896,0.2632676428183739,0.3241071517061334,0.4857254028915723,-0.8252206243454531,-0.0888901809165031
J.N,2015-01-01,Commercial  & Professional Services,0.6719235441083187,0.1709291582008428,0.7929081340676405,-0.7096034059196802,-0.8094342597617902,1.0540652139574864
J.N,2015-04-01,Commercial  & Professional Services,2.230874245440045,0.1155260675411306,0.6893358236782527,-0.1450897578070697,-0.8073484130323991,-0.1121192679505594
J.N,2015-07-01,Commercial  & Professional Services,3.550794854213032,-0.0691509011399006,0.4031491773028052,0.333474809473801,-0.7200548227566442,0.3572572672240801
J.N,2015-10-01,Commercial  & Professional Services,1.5394445406135653,-0.1060862950977191,0.4494841584171034,0.3095601066452173,-0.5969502325607262,0.4558862876468226
J.N,2016-01-01,Commercial  & Professional Services,2.6578790838558466,-0.179957082459325,0.4712888555563633,0.3877250107915536,-0.4149762600394772,1.3170851226057354
J.N,2016-04-01,Commercial  & Professional Services,2.480480200835087,-0.1614893857574313,0.5394285329922447,-0.0770329724134196,-0.4121433276186725,0.2664545171179873
J.N,2016-07-01,Commercial  & Professional Services,1.6741014257598223,-0.179957082459325,0.3704421320027548,0.2048189291152269,-0.2698765279170622,0.1112801932565334
J.N,2016-10-01,Commercial  & Professional Services,0.3770656335864664,-0.2538278698209315,0.5939402754315551,0.8166917177816803,-0.2037834004180045,0.0016887392996878
J.N,2017-01-01,Commercial  & Professional Services,2.3787124533815964,-0.3646340511403563,0.9346386634286362,0.6829073517199725,-0.056583989726583,-0.5688676363049826
J.N,2017-04-01,Commercial  & Professional Services,2.287674480258292,-0.4754402324597812,0.8637733991569768,0.4455573953460352,0.1025920931452602,-0.4667805614893253
J.N,2017-07-01,Commercial  & Professional Services,0.2941610385494901,-0.4939079297157059,0.760201088767589,0.1971768316140974,0.2616729192127272,-0.5785246924659335
J.N,2017-10-01,Commercial  & Professional Services,2.991774451699647,-0.5862464137792056,1.0273086256572324,0.7179645878213274,0.3907951097026538,-0.8336217715153599
J.N,2018-01-01,Commercial  & Professional Services,2.010091463545043,-0.6601172016948429,1.073643605953854,0.4527150261204586,0.8463981482907383,-0.8350916352330556
J.N,2018-04-01,Commercial  & Professional Services,2.7445749757845825,-0.7155202923545552,1.0245830380037777,0.1723940797364963,1.1877045107555446,-0.699869690585506
J.N,2018-07-01,Commercial  & Professional Services,2.562561894353604,-0.8078587764180553,1.0027783416821945,0.804894852265656,1.2063145461759714,-0.7650766952784064
J.N,2018-10-01,Commercial  & Professional Services,1.9074662769400252,-0.7709233830142675,1.0082295153537515,0.7696652955798821,1.5309774188565604,0.1332277774053993
J.N,2019-01-01,Commercial  & Professional Services,1.9090979616452883,-0.7524556857583429,0.7084149339817334,-1.8920967547843957,1.5229145903117922,-0.2679434724888443
J.N,2019-04-01,Commercial  & Professional Services,2.3916027893116985,-0.8817295643336924,1.035485386982245,-3.116375056665304,1.4069308746737084,-0.3214755733046991
J.N,2019-07-01,Commercial  & Professional Services,2.6526079608524005,-0.8817295643336924,0.6539031915424229,-0.8876047278214998,1.1115927186125865,-0.2089063364628786
J.N,2019-10-01,Commercial  & Professional Services,2.5846011438192,-0.9001972610355862,0.931913076592858,0.0970125426918558,0.8210671903057046,-0.3293928688697181
